Time	Wind1VelX	Wind1VelY	Wind1VelZ	Azimuth	RotSpeed	GenSpeed	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	TTDspFA	TTDspSS	TTDspTwst	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	RootFxc1	RootFyc1	RootFzc1	RootMxc1	RootMyc1	RootMzc1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt	RtArea	B1N3Clrnc	B2N3Clrnc	B3N3Clrnc	RtAeroFxh	RtAeroMxh	GenPwr	GenTq	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	B1Surge	B1Sway	B1Heave	B1Roll	B1Pitch	B1Yaw	B1TVxi	B1TVyi	B1TVzi	B1RVxi	B1RVyi	B1RVzi	B1TAxi	B1TAyi	B1TAzi	B1RAxi	B1RAyi	B1RAzi	B1WvsFxi	B1WvsFyi	B1WvsFzi	B1WvsMxi	B1WvsMyi	B1WvsMzi	B1HDSFxi	B1HDSFyi	B1HDSFzi	B1HDSMxi	B1HDSMyi	B1HDSMzi	B1RdtFxi	B1RdtFyi	B1RdtFzi	B1RdtMxi	B1RdtMyi	B1RdtMzi	FAIRTEN1	FAIRTEN2	FAIRTEN3	ANCHTEN1	ANCHTEN2	ANCHTEN3
(s)	(m/s)	(m/s)	(m/s)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(deg)	(m)	(m)	(deg)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(m^2)	(m)	(m)	(m)	(N)	(N-m)	(kW)	(kN-m)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(m)	(m)	(m)	(rad)	(rad)	(rad)	(m/s)	(m/s)	(m/s)	(rad/s)	(rad/s)	(rad/s)	(m/s^2)	(m/s^2)	(m/s^2)	(rad/s^2)	(rad/s^2)	(rad/s^2)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N)	(N)	(N)
    1.4500	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  7.8300003E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  5.1430559E+00	 -1.1369510E-03	  5.6015621E-03	  6.2180804E-03	  1.8003368E+00	 -5.9462938E-04	  1.5045111E+02	 -1.8324545E+02	  3.0907562E+02	  4.0240220E+03	  5.7564785E+03	 -6.5172272E+00	  1.8181495E+03	 -4.2491568E+02	  2.4980671E+03	  3.9634021E+02	  1.8581401E+00	 -3.4448308E+03	  1.8159885E+03	 -6.1008875E+02	 -6.3521721E+01	  4.5151224E+02	  2.9472406E+00	 -5.8852007E+03	  1.6234941E+03	  3.1924268E+04	 -6.3521709E+01	  1.2445314E+04	  6.1920589E+01	  2.0866745E+01	  6.2968945E+01	  3.5511506E+05	  1.8219762E+06	  1.6822195E+03	  1.9492510E+01	  1.2088178E+00	  5.9675388E+05	 -5.3100068E+03	  4.5462768E+07	 -1.2864950E+06	 -2.4707090E+07	  8.5706906E+04	  5.1430559E+00	 -1.1369510E-03	  5.6015621E-03	  1.0852598E-04	  3.1421807E-02	 -1.0378241E-05	  1.9396405E-01	 -1.5976301E-03	 -6.5307599E-03	  1.5011348E-04	 -1.5283478E-03	 -1.3752696E-05	  1.1147919E-01	 -1.0613678E-03	 -3.2725688E-02	  9.8891760E-05	  8.2432269E-04	 -6.1899273E-06	  2.5335840E+06	 -3.3560914E-01	 -8.7185619E+05	 -3.3951240E+00	 -7.3701430E+06	  5.9684424E+00	  0.0000000E+00	  0.0000000E+00	  1.3986974E+08	  4.1317746E+04	  1.1962762E+07	  0.0000000E+00	 -9.8671462E+05	 -8.3010040E+02	  4.8029997E+05	 -6.3250406E+05	  6.2805625E+06	  4.7864938E+04	  9.8028006E+05	  1.4421012E+06	  9.7891500E+05	  7.8543919E+05	  1.2395136E+06	  7.8417081E+05
    1.4625	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  7.8974983E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	 -4.4604030E-16	  1.5658965E-18	  0.0000000E+00	  5.1454892E+00	 -1.1570043E-03	  5.5173608E-03	  6.3260328E-03	  1.7992461E+00	 -6.0450734E-04	  1.5047302E+02	 -1.8363170E+02	  3.1104773E+02	  4.0319128E+03	  5.7566797E+03	 -6.5326381E+00	  1.8193605E+03	 -3.9905551E+02	  2.5116975E+03	  3.9569489E+02	  1.9077801E+00	 -3.4447051E+03	  1.8169139E+03	 -6.2077637E+02	 -6.5714127E+01	  4.5069144E+02	  2.9841318E+00	 -5.8849727E+03	  1.6210557E+03	  3.1853693E+04	 -6.5714119E+01	  1.2445314E+04	  6.1898319E+01	  2.1451401E+01	  6.2983646E+01	  3.5523691E+05	  1.8231670E+06	  1.6822195E+03	  1.9492510E+01	  1.2097496E+00	  5.9338850E+05	 -5.3400698E+03	  4.5461200E+07	 -1.2839870E+06	 -2.4506900E+07	  8.7547469E+04	  5.1454892E+00	 -1.1570043E-03	  5.5173608E-03	  1.1041011E-04	  3.1402770E-02	 -1.0550644E-05	  1.9535156E-01	 -1.6108581E-03	 -6.9422340E-03	  1.5134596E-04	 -1.5178378E-03	 -1.3832148E-05	  1.1052701E-01	 -1.0514867E-03	 -3.3112589E-02	  9.8352873E-05	  8.5723255E-04	 -6.2099189E-06	  2.5104122E+06	 -3.3692682E-01	 -8.8229275E+05	 -3.3965454E+00	 -6.5819520E+06	  6.0314598E+00	  0.0000000E+00	  0.0000000E+00	  1.3987006E+08	  4.2035070E+04	  1.1955515E+07	  0.0000000E+00	 -9.8076456E+05	 -8.4479333E+02	  4.8602297E+05	 -6.2961219E+05	  5.9934685E+06	  4.8122273E+04	  9.8015438E+05	  1.4427192E+06	  9.7878650E+05	  7.8534738E+05	  1.2400252E+06	  7.8407938E+05
    1.4750	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  7.9650002E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  4.4577205E-16	 -1.5928404E-18	  0.0000000E+00	  5.1479397E+00	 -1.1772218E-03	  5.4279859E-03	  6.4348662E-03	  1.7981628E+00	 -6.1444129E-04	  1.5049487E+02	 -1.8399440E+02	  3.1302444E+02	  4.0393120E+03	  5.7568657E+03	 -6.5485449E+00	  1.8204119E+03	 -3.7279977E+02	  2.5244507E+03	  3.9503613E+02	  1.9543159E+00	 -3.4445762E+03	  1.8176890E+03	 -6.3085797E+02	 -6.7863121E+01	  4.4985797E+02	  3.0177507E+00	 -5.8847402E+03	  1.6187130E+03	  3.1782715E+04	 -6.7863129E+01	  1.2445314E+04	  6.1875984E+01	  2.2039623E+01	  6.2998158E+01	  3.5534312E+05	  1.8241972E+06	  1.6822195E+03	  1.9492510E+01	  1.2106813E+00	  5.9003075E+05	 -5.3646162E+03	  4.5459632E+07	 -1.2817905E+06	 -2.4306412E+07	  8.8945797E+04	  5.1479397E+00	 -1.1772218E-03	  5.4279859E-03	  1.1230961E-04	  3.1383865E-02	 -1.0724025E-05	  1.9672722E-01	 -1.6239303E-03	 -7.3585645E-03	  1.5257212E-04	 -1.5069171E-03	 -1.3908852E-05	  1.0957603E-01	 -1.0411649E-03	 -3.3499736E-02	  9.7808501E-05	  8.9007919E-04	 -6.3255907E-06	  2.4872405E+06	 -3.3824450E-01	 -8.9272931E+05	 -3.3979669E+00	 -5.7937520E+06	  6.0944777E+00	  0.0000000E+00	  0.0000000E+00	  1.3987040E+08	  4.2758242E+04	  1.1948317E+07	  0.0000000E+00	 -9.7478331E+05	 -8.6203564E+02	  4.9175097E+05	 -6.2671912E+05	  5.7066990E+06	  4.8842602E+04	  9.8003019E+05	  1.4433234E+06	  9.7866000E+05	  7.8525625E+05	  1.2405279E+06	  7.8398875E+05
    1.4875	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.0324989E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  5.1504073E+00	 -1.1976019E-03	  5.3333766E-03	  6.5445746E-03	  1.7970877E+00	 -6.2443153E-04	  1.5051659E+02	 -1.8433351E+02	  3.1500525E+02	  4.0462192E+03	  5.7570371E+03	 -6.5645885E+00	  1.8212932E+03	 -3.4615015E+02	  2.5363174E+03	  3.9436258E+02	  1.9996186E+00	 -3.4444446E+03	  1.8183019E+03	 -6.4033295E+02	 -6.9944489E+01	  4.4901050E+02	  3.0506952E+00	 -5.8845068E+03	  1.6162780E+03	  3.1711219E+04	 -6.9944481E+01	  1.2445312E+04	  6.1853600E+01	  2.2630869E+01	  6.3012455E+01	  3.5543300E+05	  1.8250609E+06	  1.6822195E+03	  1.9492510E+01	  1.2116131E+00	  5.8666731E+05	 -5.3841406E+03	  4.5458080E+07	 -1.2792136E+06	 -2.4105440E+07	  9.0451828E+04	  5.1504073E+00	 -1.1976019E-03	  5.3333766E-03	  1.1422439E-04	  3.1365097E-02	 -1.0898386E-05	  1.9809097E-01	 -1.6368782E-03	 -7.7797235E-03	  1.5379132E-04	 -1.4955861E-03	 -1.3989119E-05	  1.0862371E-01	 -1.0303129E-03	 -3.3885099E-02	  9.7333490E-05	  9.2291523E-04	 -6.3988568E-06	  2.4640688E+06	 -3.3956218E-01	 -9.0316581E+05	 -3.3993883E+00	 -5.0055605E+06	  6.1574950E+00	  0.0000000E+00	  0.0000000E+00	  1.3987077E+08	  4.3487230E+04	  1.1941172E+07	  0.0000000E+00	 -9.6874812E+05	 -8.8878662E+02	  4.9745409E+05	 -6.2437225E+05	  5.4196515E+06	  4.9353453E+04	  9.7990762E+05	  1.4439128E+06	  9.7853569E+05	  7.8516562E+05	  1.2410224E+06	  7.8389881E+05
    1.5000	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.1000000E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  5.1528921E+00	 -1.2181432E-03	  5.2334727E-03	  6.6551547E-03	  1.7960206E+00	 -6.3447916E-04	  1.5053821E+02	 -1.8464909E+02	  3.1699005E+02	  4.0526353E+03	  5.7571968E+03	 -6.5809436E+00	  1.8220193E+03	 -3.1913651E+02	  2.5473679E+03	  3.9367517E+02	  2.0421515E+00	 -3.4443115E+03	  1.8187708E+03	 -6.4927881E+02	 -7.1953117E+01	  4.4814862E+02	  3.0812547E+00	 -5.8842715E+03	  1.6139028E+03	  3.1639160E+04	 -7.1953133E+01	  1.2445316E+04	  6.1831158E+01	  2.3224619E+01	  6.3026554E+01	  3.5550800E+05	  1.8257679E+06	  1.6822195E+03	  1.9492510E+01	  1.2125448E+00	  5.8333769E+05	 -5.4110640E+03	  4.5456472E+07	 -1.2768485E+06	 -2.3904312E+07	  9.1840766E+04	  5.1528921E+00	 -1.2181432E-03	  5.2334727E-03	  1.1615437E-04	  3.1346478E-02	 -1.1073750E-05	  1.9944282E-01	 -1.6496866E-03	 -8.2056969E-03	  1.5500539E-04	 -1.4838445E-03	 -1.4069319E-05	  1.0767904E-01	 -1.0219386E-03	 -3.4267616E-02	  9.6839642E-05	  9.5565425E-04	 -6.4828837E-06	  2.4408968E+06	 -3.4087986E-01	 -9.1360238E+05	 -3.4008098E+00	 -4.2173615E+06	  6.2205133E+00	  0.0000000E+00	  0.0000000E+00	  1.3987115E+08	  4.4222008E+04	  1.1934083E+07	  0.0000000E+00	 -9.6272394E+05	 -8.9802869E+02	  5.0311666E+05	 -6.2167950E+05	  5.1337020E+06	  4.9913816E+04	  9.7978688E+05	  1.4444862E+06	  9.7841369E+05	  7.8507512E+05	  1.2415092E+06	  7.8380919E+05
    1.5125	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.1674988E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  5.1553936E+00	 -1.2388439E-03	  5.1282146E-03	  6.7666019E-03	  1.7949623E+00	 -6.4458471E-04	  1.5055986E+02	 -1.8494106E+02	  3.1897861E+02	  4.0585618E+03	  5.7573477E+03	 -6.5974231E+00	  1.8225967E+03	 -2.9177380E+02	  2.5576140E+03	  3.9297464E+02	  2.0797141E+00	 -3.4441760E+03	  1.8191071E+03	 -6.5771246E+02	 -7.3881081E+01	  4.4727438E+02	  3.1061945E+00	 -5.8840347E+03	  1.6118112E+03	  3.1566643E+04	 -7.3881065E+01	  1.2445314E+04	  6.1808674E+01	  2.3820402E+01	  6.3040455E+01	  3.5556850E+05	  1.8263239E+06	  1.6822195E+03	  1.9492510E+01	  1.2134765E+00	  5.8000012E+05	 -5.4371050E+03	  4.5454920E+07	 -1.2749318E+06	 -2.3702860E+07	  9.3302961E+04	  5.1553936E+00	 -1.2388439E-03	  5.1282146E-03	  1.1809949E-04	  3.1328004E-02	 -1.1250126E-05	  2.0078294E-01	 -1.6624213E-03	 -8.6364206E-03	  1.5621269E-04	 -1.4716947E-03	 -1.4150916E-05	  1.0673350E-01	 -1.0142253E-03	 -3.4651417E-02	  9.6275144E-05	  9.8838145E-04	 -6.5333970E-06	  2.4177248E+06	 -3.4219751E-01	 -9.2403894E+05	 -3.4022310E+00	 -3.4291620E+06	  6.2835312E+00	  0.0000000E+00	  0.0000000E+00	  1.3987155E+08	  4.4962551E+04	  1.1927050E+07	  0.0000000E+00	 -9.5664781E+05	 -8.9713885E+02	  5.0879950E+05	 -6.1842175E+05	  4.8474995E+06	  5.0308102E+04	  9.7966812E+05	  1.4450430E+06	  9.7829425E+05	  7.8498469E+05	  1.2419894E+06	  7.8371975E+05
    1.5250	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.2349998E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	 -4.4387171E-16	 -5.9064133E-21	  0.0000000E+00	  5.1579118E+00	 -1.2597032E-03	  5.0175423E-03	  6.8789111E-03	  1.7939128E+00	 -6.5474882E-04	  1.5058151E+02	 -1.8520935E+02	  3.2097040E+02	  4.0639949E+03	  5.7574893E+03	 -6.6141658E+00	  1.8230217E+03	 -2.6408411E+02	  2.5670945E+03	  3.9226224E+02	  2.1175787E+00	 -3.4440400E+03	  1.8192977E+03	 -6.6567975E+02	 -7.5720375E+01	  4.4638943E+02	  3.1320937E+00	 -5.8837969E+03	  1.6095103E+03	  3.1493707E+04	 -7.5720383E+01	  1.2445314E+04	  6.1786137E+01	  2.4417770E+01	  6.3054127E+01	  3.5561509E+05	  1.8267332E+06	  1.6822195E+03	  1.9492510E+01	  1.2144083E+00	  5.7664394E+05	 -5.4444907E+03	  4.5453320E+07	 -1.2723255E+06	 -2.3500836E+07	  9.4824688E+04	  5.1579118E+00	 -1.2597032E-03	  5.0175423E-03	  1.2005965E-04	  3.1309687E-02	 -1.1427524E-05	  2.0211118E-01	 -1.6750544E-03	 -9.0719564E-03	  1.5741224E-04	 -1.4591354E-03	 -1.4232704E-05	  1.0578454E-01	 -1.0028332E-03	 -3.5031535E-02	  9.5860800E-05	  1.0211038E-03	 -6.5489703E-06	  2.3945528E+06	 -3.4351519E-01	 -9.3447544E+05	 -3.4036524E+00	 -2.6409700E+06	  6.3465481E+00	  0.0000000E+00	  0.0000000E+00	  1.3987197E+08	  4.5708820E+04	  1.1920077E+07	  0.0000000E+00	 -9.5050138E+05	 -9.3307214E+02	  5.1442962E+05	 -6.1656081E+05	  4.5607695E+06	  5.0529418E+04	  9.7955150E+05	  1.4455825E+06	  9.7817750E+05	  7.8489412E+05	  1.2424634E+06	  7.8363019E+05
    1.5375	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.3024986E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  1.6813527E-23	 -1.7347235E-18	  0.0000000E+00	  5.1604462E+00	 -1.2807193E-03	  4.9013961E-03	  6.9920779E-03	  1.7928723E+00	 -6.6497154E-04	  1.5060327E+02	 -1.8545403E+02	  3.2296530E+02	  4.0689375E+03	  5.7576294E+03	 -6.6310420E+00	  1.8233075E+03	 -2.3606659E+02	  2.5758179E+03	  3.9153754E+02	  2.1512258E+00	 -3.4439016E+03	  1.8193662E+03	 -6.7319635E+02	 -7.7451286E+01	  4.4549191E+02	  3.1540995E+00	 -5.8835581E+03	  1.6074188E+03	  3.1420262E+04	 -7.7451332E+01	  1.2445316E+04	  6.1763557E+01	  2.5016310E+01	  6.3067608E+01	  3.5564806E+05	  1.8269988E+06	  1.6822195E+03	  1.9492510E+01	  1.2153400E+00	  5.7331550E+05	 -5.4778394E+03	  4.5451744E+07	 -1.2706615E+06	 -2.3298746E+07	  9.5416648E+04	  5.1604462E+00	 -1.2807193E-03	  4.9013961E-03	  1.2203479E-04	  3.1291526E-02	 -1.1605944E-05	  2.0342755E-01	 -1.6874992E-03	 -9.5122177E-03	  1.5860867E-04	 -1.4461672E-03	 -1.4314469E-05	  1.0484272E-01	 -9.9818932E-04	 -3.5411175E-02	  9.5317933E-05	  1.0537247E-03	 -6.7594106E-06	  2.3713808E+06	 -3.4483287E-01	 -9.4491200E+05	 -3.4050739E+00	 -1.8527704E+06	  6.4095664E+00	  0.0000000E+00	  0.0000000E+00	  1.3987242E+08	  4.6460789E+04	  1.1913163E+07	  0.0000000E+00	 -9.4436050E+05	 -9.1446570E+02	  5.2005400E+05	 -6.1319950E+05	  4.2751005E+06	  5.1696703E+04	  9.7943706E+05	  1.4461038E+06	  9.7806362E+05	  7.8480312E+05	  1.2429315E+06	  7.8354038E+05
    1.5500	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.3700005E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  5.1629972E+00	 -1.3018912E-03	  4.7797170E-03	  7.1060988E-03	  1.7918414E+00	 -6.7525444E-04	  1.5062502E+02	 -1.8567502E+02	  3.2496313E+02	  4.0733879E+03	  5.7577622E+03	 -6.6477509E+00	  1.8234603E+03	 -2.0776724E+02	  2.5838369E+03	  3.9080084E+02	  2.1820414E+00	 -3.4437620E+03	  1.8193147E+03	 -6.8032306E+02	 -7.9095139E+01	  4.4458206E+02	  3.1725593E+00	 -5.8833188E+03	  1.6054434E+03	  3.1346260E+04	 -7.9095131E+01	  1.2445314E+04	  6.1740944E+01	  2.5615639E+01	  6.3080868E+01	  3.5566888E+05	  1.8271335E+06	  1.6822195E+03	  1.9492510E+01	  1.2162718E+00	  5.6999981E+05	 -5.4846201E+03	  4.5450168E+07	 -1.2685645E+06	 -2.3096548E+07	  9.6959453E+04	  5.1629972E+00	 -1.3018912E-03	  4.7797170E-03	  1.2402482E-04	  3.1273533E-02	 -1.1785414E-05	  2.0473224E-01	 -1.6999830E-03	 -9.9572195E-03	  1.5979612E-04	 -1.4327923E-03	 -1.4401267E-05	  1.0390580E-01	 -9.8815432E-04	 -3.5789594E-02	  9.4844938E-05	  1.0863099E-03	 -6.7250812E-06	  2.3482090E+06	 -3.4615055E-01	 -9.5534856E+05	 -3.4064953E+00	 -1.0645790E+06	  6.4725838E+00	  0.0000000E+00	  0.0000000E+00	  1.3987288E+08	  4.7218430E+04	  1.1906312E+07	  0.0000000E+00	 -9.3820412E+05	 -9.3696466E+02	  5.2566181E+05	 -6.1080162E+05	  3.9898140E+06	  5.1669316E+04	  9.7932500E+05	  1.4466065E+06	  9.7795256E+05	  7.8471162E+05	  1.2433945E+06	  7.8345019E+05
    1.5625	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.4374992E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.8782600E-16	 -1.7812743E-18	  0.0000000E+00	  5.1655645E+00	 -1.3232176E-03	  4.6524457E-03	  7.2209681E-03	  1.7908201E+00	 -6.8559812E-04	  1.5064694E+02	 -1.8587231E+02	  3.2696344E+02	  4.0773459E+03	  5.7578931E+03	 -6.6647472E+00	  1.8234796E+03	 -1.7918652E+02	  2.5911631E+03	  3.9005350E+02	  2.2126739E+00	 -3.4436211E+03	  1.8191389E+03	 -6.8707642E+02	 -8.0630707E+01	  4.4366226E+02	  3.1920362E+00	 -5.8830771E+03	  1.6033114E+03	  3.1271846E+04	 -8.0630653E+01	  1.2445316E+04	  6.1718285E+01	  2.6215380E+01	  6.3093899E+01	  3.5567741E+05	  1.8271374E+06	  1.6822195E+03	  1.9492510E+01	  1.2172036E+00	  5.6667638E+05	 -5.4996763E+03	  4.5448576E+07	 -1.2665054E+06	 -2.2894096E+07	  9.7722648E+04	  5.1655645E+00	 -1.3232176E-03	  4.6524457E-03	  1.2602967E-04	  3.1255707E-02	 -1.1965945E-05	  2.0602523E-01	 -1.7122440E-03	 -1.0406936E-02	  1.6097906E-04	 -1.4190099E-03	 -1.4483834E-05	  1.0296838E-01	 -9.8063634E-04	 -3.6167558E-02	  9.4422234E-05	  1.1188674E-03	 -6.8510972E-06	  2.3250372E+06	 -3.4746820E-01	 -9.6578512E+05	 -3.4079168E+00	 -2.7637981E+05	  6.5356016E+00	  0.0000000E+00	  0.0000000E+00	  1.3987336E+08	  4.7981711E+04	  1.1899526E+07	  0.0000000E+00	 -9.3199594E+05	 -9.4759766E+02	  5.3126431E+05	 -6.0855306E+05	  3.7043870E+06	  5.2419988E+04	  9.7921531E+05	  1.4470902E+06	  9.7784450E+05	  7.8461944E+05	  1.2438525E+06	  7.8335938E+05
    1.5750	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.5050003E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  5.1681476E+00	 -1.3446972E-03	  4.5195236E-03	  7.3366831E-03	  1.7898089E+00	 -6.9600262E-04	  1.5066898E+02	 -1.8604587E+02	  3.2896606E+02	  4.0808127E+03	  5.7580229E+03	 -6.6817231E+00	  1.8233784E+03	 -1.5033766E+02	  2.5978210E+03	  3.8929541E+02	  2.2384851E+00	 -3.4434783E+03	  1.8188611E+03	 -6.9348535E+02	 -8.2055939E+01	  4.4273199E+02	  3.2061710E+00	 -5.8828340E+03	  1.6014801E+03	  3.1196945E+04	 -8.2055939E+01	  1.2445314E+04	  6.1695602E+01	  2.6815207E+01	  6.3106724E+01	  3.5567434E+05	  1.8270170E+06	  1.6822195E+03	  1.9492510E+01	  1.2181354E+00	  5.6335125E+05	 -5.5216147E+03	  4.5446992E+07	 -1.2651150E+06	 -2.2691068E+07	  9.8340781E+04	  5.1681476E+00	 -1.3446972E-03	  4.5195236E-03	  1.2804929E-04	  3.1238059E-02	 -1.2147538E-05	  2.0730647E-01	 -1.7244681E-03	 -1.0861405E-02	  1.6215698E-04	 -1.4048207E-03	 -1.4571078E-05	  1.0203239E-01	 -9.7545644E-04	 -3.6545139E-02	  9.3901486E-05	  1.1514060E-03	 -6.9850425E-06	  2.3018652E+06	 -3.4878588E-01	 -9.7622169E+05	 -3.4093382E+00	  5.1182031E+05	  6.5986195E+00	  0.0000000E+00	  0.0000000E+00	  1.3987387E+08	  4.8750613E+04	  1.1892807E+07	  0.0000000E+00	 -9.2574669E+05	 -9.3490649E+02	  5.3686256E+05	 -6.0539925E+05	  3.4189102E+06	  5.3206418E+04	  9.7910812E+05	  1.4475546E+06	  9.7773938E+05	  7.8452644E+05	  1.2443059E+06	  7.8326794E+05
    1.5875	  8.0000000E+00	  0.0000000E+00	  0.0000000E+00	  8.5724991E+01	  9.0000000E+00	  8.7300000E+02	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  0.0000000E+00	  5.1707473E+00	 -1.3663293E-03	  4.3808911E-03	  7.4532386E-03	  1.7888079E+00	 -7.0646981E-04	  1.5069112E+02	 -1.8619568E+02	  3.3097070E+02	  4.0837871E+03	  5.7581504E+03	 -6.6988401E+00	  1.8231613E+03	 -1.2126381E+02	  2.6038567E+03	  3.8852783E+02	  2.2638085E+00	 -3.4433350E+03	  1.8184756E+03	 -6.9960474E+02	 -8.3393448E+01	  4.4179218E+02	  3.2199848E+00	 -5.8825908E+03	  1.5995609E+03	  3.1121619E+04	 -8.3393417E+01	  1.2445314E+04	  6.1672886E+01	  2.7414791E+01	  6.3119335E+01	  3.5566119E+05	  1.8267842E+06	  1.6822195E+03	  1.9492510E+01	  1.2190671E+00	  5.6003444E+05	 -5.5240552E+03	  4.5445368E+07	 -1.2629611E+06	 -2.2488028E+07	  9.9493125E+04	  5.1707473E+00	 -1.3663293E-03	  4.3808911E-03	  1.3008356E-04	  3.1220589E-02	 -1.2330225E-05	  2.0857604E-01	 -1.7366412E-03	 -1.1320562E-02	  1.6332699E-04	 -1.3902249E-03	 -1.4659251E-05	  1.0110028E-01	 -9.6632738E-04	 -3.6920741E-02	  9.3494818E-05	  1.1839045E-03	 -6.9732869E-06	  2.2786935E+06	 -3.5010356E-01	 -9.8665819E+05	 -3.4107597E+00	  1.3000118E+06	  6.6616368E+00	  0.0000000E+00	  0.0000000E+00	  1.3987440E+08	  4.9525094E+04	  1.1886156E+07	  0.0000000E+00	 -9.1947381E+05	 -9.5773566E+02	  5.4243312E+05	 -6.0340481E+05	  3.1337368E+06	  5.3280727E+04	  9.7900344E+05	  1.4479994E+06	  9.7763738E+05	  7.8443256E+05	  1.2447546E+06	  7.8317562E+05
