      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3   ANCHTEN1   ANCHTEN2   ANCHTEN3
       (s)        (N)        (N)        (N)        (N)        (N)        (N)
    3.7875 0.983212E+06 0.140208E+07 0.981420E+06 0.785134E+06 0.120708E+07 0.783414E+06
    3.8000 0.983387E+06 0.140167E+07 0.981590E+06 0.785287E+06 0.120671E+07 0.783560E+06
    3.8125 0.983563E+06 0.140127E+07 0.981761E+06 0.785441E+06 0.120634E+07 0.783707E+06
    3.8250 0.983739E+06 0.140088E+07 0.981932E+06 0.785597E+06 0.120597E+07 0.783856E+06
    3.8375 0.983917E+06 0.140048E+07 0.982105E+06 0.785754E+06 0.120560E+07 0.784007E+06
    3.8500 0.984095E+06 0.140009E+07 0.982279E+06 0.785913E+06 0.120523E+07 0.784160E+06
    3.8625 0.984274E+06 0.139970E+07 0.982454E+06 0.786072E+06 0.120486E+07 0.784314E+06
    3.8750 0.984454E+06 0.139932E+07 0.982629E+06 0.786233E+06 0.120450E+07 0.784469E+06
    3.8875 0.984634E+06 0.139894E+07 0.982806E+06 0.786395E+06 0.120413E+07 0.784627E+06
    3.9000 0.984815E+06 0.139856E+07 0.982983E+06 0.786558E+06 0.120376E+07 0.784786E+06
    3.9125 0.984997E+06 0.139819E+07 0.983162E+06 0.786723E+06 0.120340E+07 0.784946E+06
    3.9250 0.985180E+06 0.139782E+07 0.983341E+06 0.786888E+06 0.120303E+07 0.785108E+06
    3.9375 0.985363E+06 0.139745E+07 0.983521E+06 0.787054E+06 0.120267E+07 0.785271E+06
    3.9500 0.985548E+06 0.139709E+07 0.983702E+06 0.787221E+06 0.120231E+07 0.785436E+06
    3.9625 0.985732E+06 0.139672E+07 0.983884E+06 0.787389E+06 0.120195E+07 0.785601E+06
    3.9750 0.985918E+06 0.139636E+07 0.984066E+06 0.787558E+06 0.120159E+07 0.785768E+06
    3.9875 0.986104E+06 0.139601E+07 0.984250E+06 0.787727E+06 0.120123E+07 0.785936E+06
    4.0000 0.986291E+06 0.139565E+07 0.984435E+06 0.787897E+06 0.120088E+07 0.786106E+06
    4.0125 0.986479E+06 0.139530E+07 0.984620E+06 0.788068E+06 0.120052E+07 0.786276E+06
    4.0250 0.986666E+06 0.139495E+07 0.984806E+06 0.788239E+06 0.120017E+07 0.786447E+06
    4.0375 0.986854E+06 0.139461E+07 0.984992E+06 0.788411E+06 0.119982E+07 0.786619E+06
    4.0500 0.987043E+06 0.139426E+07 0.985180E+06 0.788584E+06 0.119948E+07 0.786792E+06
    4.0625 0.987231E+06 0.139392E+07 0.985367E+06 0.788757E+06 0.119913E+07 0.786966E+06
    4.0750 0.987420E+06 0.139359E+07 0.985556E+06 0.788930E+06 0.119879E+07 0.787140E+06
    4.0875 0.987610E+06 0.139325E+07 0.985745E+06 0.789104E+06 0.119845E+07 0.787315E+06
    4.1000 0.987799E+06 0.139292E+07 0.985935E+06 0.789278E+06 0.119811E+07 0.787490E+06
    4.1125 0.987989E+06 0.139259E+07 0.986125E+06 0.789452E+06 0.119778E+07 0.787666E+06
    4.1250 0.988179E+06 0.139226E+07 0.986316E+06 0.789627E+06 0.119745E+07 0.787843E+06
    4.1375 0.988370E+06 0.139193E+07 0.986507E+06 0.789801E+06 0.119712E+07 0.788020E+06
    4.1500 0.988560E+06 0.139161E+07 0.986699E+06 0.789976E+06 0.119680E+07 0.788197E+06
    4.1625 0.988751E+06 0.139129E+07 0.986892E+06 0.790150E+06 0.119647E+07 0.788374E+06
    4.1750 0.988942E+06 0.139096E+07 0.987085E+06 0.790325E+06 0.119616E+07 0.788552E+06
    4.1875 0.989133E+06 0.139065E+07 0.987279E+06 0.790500E+06 0.119584E+07 0.788730E+06
    4.2000 0.989324E+06 0.139033E+07 0.987473E+06 0.790675E+06 0.119553E+07 0.788908E+06
    4.2125 0.989515E+06 0.139001E+07 0.987667E+06 0.790849E+06 0.119522E+07 0.789086E+06
    4.2250 0.989705E+06 0.138970E+07 0.987861E+06 0.791024E+06 0.119492E+07 0.789264E+06
    4.2375 0.989896E+06 0.138940E+07 0.988056E+06 0.791198E+06 0.119462E+07 0.789443E+06
    4.2500 0.990086E+06 0.138909E+07 0.988250E+06 0.791372E+06 0.119432E+07 0.789621E+06
    4.2625 0.990275E+06 0.138879E+07 0.988445E+06 0.791546E+06 0.119403E+07 0.789799E+06
    4.2750 0.990464E+06 0.138849E+07 0.988639E+06 0.791720E+06 0.119374E+07 0.789978E+06
    4.2875 0.990653E+06 0.138819E+07 0.988833E+06 0.791894E+06 0.119345E+07 0.790156E+06
    4.3000 0.990841E+06 0.138790E+07 0.989027E+06 0.792067E+06 0.119316E+07 0.790334E+06
    4.3125 0.991029E+06 0.138761E+07 0.989220E+06 0.792240E+06 0.119288E+07 0.790512E+06
    4.3250 0.991216E+06 0.138732E+07 0.989414E+06 0.792412E+06 0.119260E+07 0.790690E+06
    4.3375 0.991402E+06 0.138704E+07 0.989607E+06 0.792584E+06 0.119233E+07 0.790867E+06
    4.3500 0.991588E+06 0.138676E+07 0.989800E+06 0.792756E+06 0.119206E+07 0.791045E+06
    4.3625 0.991774E+06 0.138648E+07 0.989992E+06 0.792927E+06 0.119179E+07 0.791222E+06
    4.3750 0.991958E+06 0.138621E+07 0.990183E+06 0.793098E+06 0.119152E+07 0.791399E+06
    4.3875 0.992142E+06 0.138594E+07 0.990375E+06 0.793268E+06 0.119126E+07 0.791575E+06
    4.4000 0.992325E+06 0.138567E+07 0.990565E+06 0.793437E+06 0.119100E+07 0.791751E+06
    4.4125 0.992507E+06 0.138541E+07 0.990755E+06 0.793606E+06 0.119074E+07 0.791927E+06
    4.4250 0.992688E+06 0.138515E+07 0.990944E+06 0.793774E+06 0.119049E+07 0.792102E+06
    4.4375 0.992868E+06 0.138490E+07 0.991132E+06 0.793942E+06 0.119023E+07 0.792277E+06
    4.4500 0.993046E+06 0.138465E+07 0.991318E+06 0.794109E+06 0.118998E+07 0.792452E+06
    4.4625 0.993223E+06 0.138440E+07 0.991504E+06 0.794275E+06 0.118974E+07 0.792626E+06
    4.4750 0.993399E+06 0.138417E+07 0.991688E+06 0.794440E+06 0.118949E+07 0.792799E+06
    4.4875 0.993574E+06 0.138393E+07 0.991872E+06 0.794605E+06 0.118925E+07 0.792972E+06
    4.5000 0.993748E+06 0.138370E+07 0.992054E+06 0.794768E+06 0.118902E+07 0.793144E+06
    4.5125 0.993920E+06 0.138348E+07 0.992234E+06 0.794931E+06 0.118878E+07 0.793316E+06
    4.5250 0.994091E+06 0.138326E+07 0.992414E+06 0.795092E+06 0.118855E+07 0.793486E+06
    4.5375 0.994260E+06 0.138304E+07 0.992592E+06 0.795253E+06 0.118832E+07 0.793656E+06
    4.5500 0.994429E+06 0.138283E+07 0.992770E+06 0.795412E+06 0.118809E+07 0.793825E+06
    4.5625 0.994596E+06 0.138262E+07 0.992945E+06 0.795571E+06 0.118787E+07 0.793993E+06
    4.5750 0.994761E+06 0.138242E+07 0.993120E+06 0.795728E+06 0.118765E+07 0.794160E+06
    4.5875 0.994926E+06 0.138222E+07 0.993293E+06 0.795884E+06 0.118743E+07 0.794326E+06
    4.6000 0.995088E+06 0.138203E+07 0.993465E+06 0.796038E+06 0.118722E+07 0.794491E+06
    4.6125 0.995250E+06 0.138184E+07 0.993636E+06 0.796191E+06 0.118701E+07 0.794654E+06
    4.6250 0.995409E+06 0.138166E+07 0.993804E+06 0.796343E+06 0.118681E+07 0.794817E+06
    4.6375 0.995567E+06 0.138148E+07 0.993971E+06 0.796494E+06 0.118661E+07 0.794978E+06
    4.6500 0.995723E+06 0.138131E+07 0.994137E+06 0.796643E+06 0.118641E+07 0.795138E+06
    4.6625 0.995877E+06 0.138114E+07 0.994300E+06 0.796790E+06 0.118621E+07 0.795296E+06
    4.6750 0.996030E+06 0.138097E+07 0.994462E+06 0.796936E+06 0.118602E+07 0.795453E+06
    4.6875 0.996180E+06 0.138081E+07 0.994622E+06 0.797081E+06 0.118584E+07 0.795609E+06
    4.7000 0.996329E+06 0.138066E+07 0.994781E+06 0.797224E+06 0.118565E+07 0.795763E+06
    4.7125 0.996477E+06 0.138051E+07 0.994938E+06 0.797365E+06 0.118548E+07 0.795915E+06
    4.7250 0.996622E+06 0.138036E+07 0.995093E+06 0.797504E+06 0.118530E+07 0.796065E+06
    4.7375 0.996766E+06 0.138022E+07 0.995246E+06 0.797642E+06 0.118514E+07 0.796214E+06
    4.7500 0.996907E+06 0.138008E+07 0.995398E+06 0.797778E+06 0.118497E+07 0.796361E+06
    4.7625 0.997047E+06 0.137995E+07 0.995548E+06 0.797911E+06 0.118481E+07 0.796506E+06
    4.7750 0.997186E+06 0.137982E+07 0.995696E+06 0.798043E+06 0.118466E+07 0.796649E+06
    4.7875 0.997322E+06 0.137969E+07 0.995842E+06 0.798174E+06 0.118451E+07 0.796791E+06
    4.8000 0.997456E+06 0.137957E+07 0.995987E+06 0.798302E+06 0.118436E+07 0.796930E+06
    4.8125 0.997589E+06 0.137945E+07 0.996130E+06 0.798428E+06 0.118423E+07 0.797067E+06
    4.8250 0.997719E+06 0.137934E+07 0.996270E+06 0.798552E+06 0.118409E+07 0.797202E+06
    4.8375 0.997847E+06 0.137923E+07 0.996409E+06 0.798674E+06 0.118396E+07 0.797336E+06
    4.8500 0.997973E+06 0.137913E+07 0.996545E+06 0.798794E+06 0.118384E+07 0.797467E+06
    4.8625 0.998096E+06 0.137903E+07 0.996679E+06 0.798913E+06 0.118372E+07 0.797596E+06
    4.8750 0.998218E+06 0.137894E+07 0.996811E+06 0.799029E+06 0.118360E+07 0.797722E+06
    4.8875 0.998337E+06 0.137885E+07 0.996940E+06 0.799143E+06 0.118349E+07 0.797847E+06
    4.9000 0.998454E+06 0.137877E+07 0.997068E+06 0.799254E+06 0.118339E+07 0.797969E+06
    4.9125 0.998568E+06 0.137869E+07 0.997193E+06 0.799364E+06 0.118329E+07 0.798090E+06
    4.9250 0.998681E+06 0.137861E+07 0.997316E+06 0.799472E+06 0.118320E+07 0.798207E+06
    4.9375 0.998791E+06 0.137855E+07 0.997437E+06 0.799577E+06 0.118311E+07 0.798323E+06
    4.9500 0.998898E+06 0.137848E+07 0.997555E+06 0.799680E+06 0.118302E+07 0.798436E+06
    4.9625 0.999004E+06 0.137842E+07 0.997671E+06 0.799780E+06 0.118295E+07 0.798547E+06
    4.9750 0.999107E+06 0.137837E+07 0.997785E+06 0.799879E+06 0.118287E+07 0.798656E+06
    4.9875 0.999208E+06 0.137832E+07 0.997896E+06 0.799975E+06 0.118281E+07 0.798762E+06
    5.0000 0.999306E+06 0.137828E+07 0.998005E+06 0.800069E+06 0.118274E+07 0.798866E+06
    5.0125 0.999402E+06 0.137824E+07 0.998112E+06 0.800161E+06 0.118268E+07 0.798968E+06
    5.0250 0.999495E+06 0.137820E+07 0.998215E+06 0.800250E+06 0.118263E+07 0.799067E+06
    5.0375 0.999586E+06 0.137818E+07 0.998316E+06 0.800337E+06 0.118258E+07 0.799164E+06
    5.0500 0.999674E+06 0.137816E+07 0.998414E+06 0.800422E+06 0.118254E+07 0.799258E+06
    5.0625 0.999760E+06 0.137814E+07 0.998510E+06 0.800505E+06 0.118250E+07 0.799350E+06
    5.0750 0.999843E+06 0.137813E+07 0.998603E+06 0.800585E+06 0.118247E+07 0.799440E+06
    5.0875 0.999923E+06 0.137813E+07 0.998693E+06 0.800663E+06 0.118244E+07 0.799528E+06
    5.1000 0.100000E+07 0.137813E+07 0.998780E+06 0.800738E+06 0.118242E+07 0.799612E+06
    5.1125 0.100008E+07 0.137814E+07 0.998865E+06 0.800811E+06 0.118240E+07 0.799695E+06
    5.1250 0.100015E+07 0.137816E+07 0.998946E+06 0.800882E+06 0.118239E+07 0.799775E+06
    5.1375 0.100022E+07 0.137818E+07 0.999026E+06 0.800950E+06 0.118238E+07 0.799853E+06
    5.1500 0.100028E+07 0.137820E+07 0.999102E+06 0.801016E+06 0.118238E+07 0.799928E+06
    5.1625 0.100035E+07 0.137824E+07 0.999176E+06 0.801079E+06 0.118238E+07 0.800000E+06
    5.1750 0.100041E+07 0.137827E+07 0.999247E+06 0.801140E+06 0.118239E+07 0.800070E+06
    5.1875 0.100047E+07 0.137832E+07 0.999315E+06 0.801199E+06 0.118240E+07 0.800138E+06
    5.2000 0.100053E+07 0.137837E+07 0.999381E+06 0.801255E+06 0.118242E+07 0.800203E+06
    5.2125 0.100058E+07 0.137842E+07 0.999444E+06 0.801308E+06 0.118245E+07 0.800265E+06
    5.2250 0.100064E+07 0.137849E+07 0.999504E+06 0.801360E+06 0.118248E+07 0.800325E+06
    5.2375 0.100068E+07 0.137855E+07 0.999561E+06 0.801408E+06 0.118251E+07 0.800382E+06
    5.2500 0.100073E+07 0.137863E+07 0.999616E+06 0.801455E+06 0.118255E+07 0.800437E+06
    5.2625 0.100078E+07 0.137871E+07 0.999667E+06 0.801498E+06 0.118260E+07 0.800490E+06
    5.2750 0.100082E+07 0.137880E+07 0.999716E+06 0.801540E+06 0.118265E+07 0.800539E+06
    5.2875 0.100085E+07 0.137889E+07 0.999762E+06 0.801579E+06 0.118271E+07 0.800587E+06
    5.3000 0.100089E+07 0.137899E+07 0.999805E+06 0.801615E+06 0.118277E+07 0.800631E+06
    5.3125 0.100092E+07 0.137909E+07 0.999846E+06 0.801649E+06 0.118284E+07 0.800673E+06
    5.3250 0.100096E+07 0.137920E+07 0.999884E+06 0.801681E+06 0.118291E+07 0.800713E+06
    5.3375 0.100098E+07 0.137932E+07 0.999919E+06 0.801710E+06 0.118299E+07 0.800749E+06
    5.3500 0.100101E+07 0.137944E+07 0.999952E+06 0.801737E+06 0.118308E+07 0.800784E+06
    5.3625 0.100103E+07 0.137956E+07 0.999982E+06 0.801761E+06 0.118317E+07 0.800815E+06
    5.3750 0.100106E+07 0.137970E+07 0.100001E+07 0.801782E+06 0.118327E+07 0.800844E+06
    5.3875 0.100108E+07 0.137983E+07 0.100004E+07 0.801802E+06 0.118337E+07 0.800870E+06
    5.4000 0.100109E+07 0.137998E+07 0.100006E+07 0.801819E+06 0.118348E+07 0.800894E+06
    5.4125 0.100111E+07 0.138012E+07 0.100008E+07 0.801833E+06 0.118360E+07 0.800916E+06
